Code,Name,Population,Households,Area,Male,Female,Black,Coloured,Indian or Asian,White,Other race,Afrikaans,English,IsiNdebele,IsiXhosa,IsiZulu,Sepedi,Sesotho,Setswana,Sign language,SiSwati,Tshivenda,Xitsonga,Other language,Language not applicable
576047,Esijozini,2506,504,13.9163215259,1067,1439,2506,0,0,0,0,6,19,35,0,2426,6,3,8,2,0,0,0,0,0
576048,Ngubo,1666,329,24.8870095923,676,990,1660,0,3,2,0,3,4,11,1,1637,6,0,1,2,0,0,1,0,0
576049,Phalafini,1613,315,24.692709481,725,888,1612,1,0,0,0,0,5,13,0,1566,3,0,10,15,0,0,0,0,0
576050,Mashunka,2775,577,24.1851822529,1119,1656,2758,1,2,8,6,8,32,78,7,2614,1,2,28,2,1,2,0,0,0
576051,Jolwayo,1030,216,5.4346404371,452,577,1027,1,0,0,1,0,8,26,0,983,1,0,1,6,0,5,0,0,0
576052,Mambeni,1494,296,8.1758928671,669,825,1490,0,4,0,0,9,8,7,0,1443,11,0,14,1,0,0,0,0,0
576053,Mbabane,3734,791,18.7349703269,1621,2113,3720,7,5,2,0,11,39,34,0,3592,8,5,28,14,1,0,4,0,0
576054,Sampofu,3789,1030,14.917407154,1703,2086,3765,2,2,7,13,5,58,31,1,3291,4,22,46,30,2,2,0,23,273
576055,Tugela Ferry,2093,440,4.1113807967,917,1175,2033,14,5,39,1,10,34,10,5,1725,4,2,4,7,0,0,0,7,284
576056,Malomeni,7039,1861,19.0770561712,3223,3816,7031,1,4,1,2,8,76,110,3,6721,14,13,37,21,2,4,0,29,0
576057,Dungamanzi,3851,944,37.2010914722,1675,2176,3839,6,0,1,5,1,61,48,4,3692,11,5,21,5,1,1,1,1,0
576058,Nhlesi,1050,211,22.6335703585,416,634,1050,0,0,0,0,5,4,10,0,1017,6,0,8,1,0,0,0,0,0
576059,Mbhono,1282,227,3.204155154,552,730,1282,0,0,0,0,1,2,7,0,1262,1,0,5,0,2,0,0,1,0
576060,Nhlonga,1878,455,27.021454179,770,1109,1876,2,0,0,0,2,6,41,0,1800,0,1,19,8,1,0,0,0,0
576061,Ndaya,1999,503,20.9822506374,796,1203,1996,0,0,2,0,1,3,17,6,1951,5,0,15,0,0,0,0,0,0
576062,Nzala,1353,360,59.7438594822,562,791,1349,4,0,0,0,6,62,7,1,1270,0,1,2,2,0,0,0,1,0
576063,Phakwe,2863,690,38.8036345207,1220,1643,2860,2,0,0,0,5,19,43,7,2771,1,2,9,5,1,0,0,0,0
576064,Mkhupula,2364,622,47.7789599685,1005,1360,2363,0,1,0,0,4,9,28,2,2305,4,2,5,2,2,0,1,0,0
576065,Othulini,8473,1964,33.6426894258,3550,4923,8458,1,6,5,4,16,52,97,6,8166,34,1,73,28,0,0,0,1,0
576066,Nxamalala,3316,794,24.1576124746,1394,1922,3315,0,0,1,0,2,13,23,0,3265,1,0,6,4,0,0,0,2,0
576067,Embangweni,2786,678,30.420470946,1174,1612,2783,0,0,0,4,2,17,26,6,2693,6,1,7,23,0,1,0,4,0
576068,Chunu A,512,97,54.3510506436,220,292,512,0,0,0,0,2,8,3,0,494,1,1,3,0,0,0,0,0,0
576069,Mathima,1658,350,4.6250393374,701,957,1657,0,0,1,0,1,7,14,0,1624,1,0,8,1,0,1,0,0,0
576070,Mduna,384,90,4.4193362448,153,230,383,0,0,1,0,0,1,0,0,379,0,0,2,1,0,0,0,0,0
576071,Mnqamukantaba,1367,293,6.6931547398,582,785,1362,1,2,0,1,8,13,7,0,1318,2,0,2,10,1,5,0,0,0
576072,KwaMathonsi,2168,494,17.6308839766,924,1244,2168,0,0,0,0,0,1,18,1,2128,1,0,6,12,1,0,0,0,0
576073,Guqa,2944,641,16.5285761534,1271,1673,2942,1,0,1,0,28,13,13,1,2846,9,3,16,12,1,1,1,0,0
576074,Mhlangana,956,226,6.4096012468,383,574,955,0,0,1,0,0,0,1,0,940,6,0,4,6,0,0,0,0,0
576075,eNhlalakahle,1112,249,4.5285822509,478,633,1112,0,0,0,0,5,9,20,1,1062,1,1,8,1,0,1,0,1,0
576076,Gujini,3051,625,27.459090016,1317,1734,3051,0,0,0,0,1,1,10,5,2981,5,0,7,39,1,0,0,0,0
576077,Ekuvukeni,1144,270,21.0668157179,512,632,1144,0,0,0,0,0,1,8,0,1110,0,0,19,6,0,0,0,0,0
576078,KwaNtabadini,870,208,6.5121412493,353,517,869,0,1,0,0,1,7,22,0,833,0,1,2,3,0,0,0,0,0
576079,Chunu B,11,2,10.9950595686,6,5,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
576080,Thulini Lwezulu,1314,333,6.8400584419,582,732,1306,0,2,0,6,0,14,28,4,1246,0,7,11,1,0,0,0,3,0
576081,Latha,2338,537,18.083393953,1001,1337,2338,0,0,0,0,0,5,18,0,2299,4,0,6,5,0,1,0,0,0
576082,Mawozini,1839,385,3.6070919949,801,1038,1831,4,1,2,1,20,34,26,1,1747,0,1,7,1,1,1,0,0,0
576083,Nqoleni,1732,443,32.7170810934,753,979,1730,0,1,1,0,5,30,27,0,1660,1,1,7,1,0,0,0,0,0
576084,Dolo,2484,645,21.8676401655,1150,1335,2476,1,2,0,5,16,9,36,5,2397,8,1,8,2,0,1,0,0,0
576085,Sinyama,1875,362,4.1444930414,834,1041,1871,0,0,2,2,2,2,22,0,1825,1,0,13,7,0,0,0,2,0
576086,eSinyameni,1184,236,6.13891323,554,631,1175,2,7,0,0,1,10,13,7,1133,1,0,4,11,0,0,0,4,0
576087,Ntababomvu,431,94,4.7973265528,192,239,430,0,0,1,0,0,0,0,0,425,0,0,4,2,0,0,0,0,0
576088,Ophate,3360,704,38.6848851849,1420,1941,3353,0,0,3,3,3,9,33,3,3256,7,1,8,37,1,0,0,0,0
576089,Emachunwini,1489,306,6.6204043834,657,831,1483,6,0,0,0,2,5,20,0,1439,1,1,7,13,0,1,0,0,0
576090,Ntabakayishi,1571,346,7.5103104156,646,925,1570,0,1,0,0,1,13,52,1,1479,0,0,14,10,0,0,0,0,0
576091,Inhlonze,273,61,2.08186539,118,155,271,1,0,1,0,0,1,19,1,246,0,0,2,3,0,0,0,0,0
576092,Mandulane,700,192,1.8302953312,269,431,699,0,0,1,0,0,6,14,0,662,7,0,9,2,0,0,0,0,0
576093,Nkonyane,861,198,2.9052178979,357,504,858,0,0,3,0,0,5,1,0,848,0,0,7,1,0,0,0,0,0
577001,Ndimakude,389,90,4.1036601538,170,220,389,0,0,0,0,11,2,17,0,354,3,0,0,1,0,0,0,0,0
577002,Umvoti NU,18907,6117,1925.4121773177,8522,10385,17541,148,93,1093,33,271,857,96,89,16321,28,105,75,111,0,0,7,183,764
577003,Sokheni,1435,330,13.1746862084,619,816,1431,0,1,2,1,7,20,13,1,1386,1,0,2,1,0,2,0,1,0
577004,Vukaphanzi,1839,487,33.1759455994,778,1061,1832,0,1,2,4,5,40,14,2,1771,4,0,0,1,0,1,1,0,0
577005,Emakhabeleni,536,100,8.6509521172,226,310,531,0,0,5,0,1,7,2,0,444,2,0,0,0,0,1,0,0,78
577006,Tongwe/Dakeni,1668,412,11.8824180357,761,907,1664,0,4,0,0,5,20,11,3,1616,4,0,0,9,0,0,0,1,0
577007,Sibuyane,695,146,5.3158013038,283,412,695,0,0,0,0,0,2,14,1,673,1,1,2,0,0,0,0,0,0
577008,Ndundumene,558,146,12.6074412266,235,323,558,0,0,0,0,0,7,0,0,548,1,2,0,0,0,0,0,0,0
577009,Ophofini,311,68,18.5068750526,129,182,311,0,0,0,0,0,3,0,0,306,1,0,0,1,0,0,0,0,0
577010,Ntuthela,593,145,8.1336323322,239,354,593,0,0,0,0,2,2,1,1,578,0,0,0,2,0,0,6,0,0
577011,Ningisa,658,190,7.0616051841,241,416,655,0,1,1,0,1,4,7,0,640,0,0,3,1,1,0,0,0,0
577012,Maghobe,401,74,2.8961972124,172,229,401,0,0,0,0,0,23,5,0,373,0,0,0,0,0,0,0,0,0
577013,Mpanza,2673,556,10.9559598406,1174,1498,2673,0,0,0,0,6,9,31,2,2618,1,1,1,2,0,0,0,0,0
577014,Mgome,1710,343,8.3788188933,775,934,1710,0,0,0,0,2,9,14,0,1676,3,2,1,0,0,0,1,0,0
577015,Mgovu,728,165,1.6302847919,304,424,723,0,0,4,1,6,2,7,1,708,2,0,1,0,0,0,0,0,0
577016,Lootshoek,418,88,2.5460001406,212,206,417,1,0,0,0,4,7,2,1,387,12,0,4,1,0,0,0,0,0
577017,Broedershoek,360,71,4.4522246308,169,191,360,0,0,0,0,0,5,1,0,353,0,1,0,0,0,0,0,0,0
577018,Nietgedocht,1613,386,32.2188315269,751,862,1562,21,0,30,0,26,101,16,0,1455,0,1,8,2,0,0,1,1,1
577019,Muden,5308,1066,51.9978889821,2436,2872,5235,20,5,47,2,14,69,40,2,5101,6,6,22,39,0,0,2,1,7
577020,Vaalkrans,1461,300,53.7108953085,660,802,1452,6,2,0,1,4,28,35,1,1368,5,5,9,7,0,0,0,0,0
577021,Kranskop,1514,541,1.4818973641,782,732,1309,54,99,35,18,21,134,9,4,1096,4,0,0,0,1,0,1,89,156
577022,Perseverance,3431,711,6.0483747651,1514,1917,3349,6,22,52,1,10,40,6,0,3347,8,1,5,6,1,0,0,7,0
577023,Greytown,9090,3010,4.7513774338,4210,4880,5463,497,2025,1014,92,437,3073,34,67,4423,10,26,18,13,3,1,22,203,761
577024,Lindelani,1129,613,1.1336372536,501,628,1121,4,1,2,1,0,1,4,10,997,0,7,6,1,0,0,0,0,102
577025,Enhlalakahle,9094,3015,1.96446211,3973,5121,9032,35,7,3,17,25,217,117,23,8417,15,7,41,14,4,1,1,18,193
577026,Thulwini,1007,243,13.2621453198,424,583,1006,1,0,0,0,0,2,6,0,994,1,0,2,1,0,0,0,0,0
577027,Eshane,4903,1097,11.3287118346,2151,2752,4883,0,12,8,0,18,39,35,5,4766,4,2,11,18,1,0,0,0,5
577028,Sangweni,1822,373,2.6415867635,809,1012,1819,1,1,0,0,0,7,18,3,1771,0,5,4,14,0,0,0,0,0
577029,Matimatolo,6670,1462,36.3407114621,2898,3772,6623,11,17,1,18,22,182,139,13,6216,19,2,47,24,1,2,4,0,0
577030,KwaZiba,5235,1145,12.0480369165,2281,2954,5225,6,2,1,0,4,17,54,8,5031,9,1,36,73,0,0,2,0,0
577031,Mdlelanto,6235,1338,12.3717882793,2819,3416,6224,2,2,6,0,12,41,49,0,5984,9,9,19,105,0,1,0,5,0
577032,Ziba,0,0,64.7001819199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577033,Mkhize,3803,924,19.3068175195,1580,2224,3798,2,1,0,2,9,59,44,3,3538,14,3,30,97,0,0,6,0,0
577034,Ngwempisi,3920,863,57.5524035463,1626,2294,3917,0,0,3,0,12,53,44,14,3703,17,4,28,44,1,0,0,1,0
577035,Dayingubo,892,201,29.3987846091,345,548,892,0,0,0,0,1,1,1,0,859,0,0,0,28,1,0,0,0,0
577036,uMvoti,112,23,0.461742429,48,63,112,0,0,0,0,0,1,1,0,109,0,0,0,0,0,0,0,0,0
577037,Mvoti,715,154,6.7644447789,273,442,714,0,0,1,0,0,0,0,0,712,0,1,1,1,0,0,0,0,0
577038,Njengabantu,1091,246,14.2284725247,432,658,1088,1,1,0,0,11,9,3,0,1058,1,3,2,2,0,0,0,0,0
577039,Mhlangandlovu,166,44,2.9322703502,79,87,165,0,0,0,1,0,5,0,0,157,0,0,0,2,0,2,0,0,0
578001,Holspruit B,415,92,11.775857362,207,208,415,0,0,0,0,0,1,1,0,410,0,1,1,0,0,0,0,0,0
578002,eDumbe NU,20352,3731,1669.7552763339,10013,10339,19584,15,13,713,26,382,220,282,46,18694,42,40,129,47,99,14,18,318,21
578003,Msizini,106,14,2.1598035816,48,58,106,0,0,0,0,0,1,1,0,103,0,0,1,0,0,0,0,0,0
578004,Gunstelling,598,127,14.3382547956,298,300,596,0,0,0,1,1,6,8,1,564,1,0,10,3,0,0,2,0,0
578005,Krommellenboog,69,10,0.9404358249,36,32,69,0,0,0,0,0,5,0,0,64,0,0,0,0,0,0,0,0,0
578006,Diamant,1054,215,11.6938035469,475,579,1051,0,1,2,0,4,5,4,0,1023,8,0,9,1,0,1,0,0,0
578007,Mqongwane,384,82,7.8122602082,175,209,379,1,3,0,0,3,48,4,1,323,1,0,0,0,4,0,0,0,0
578008,Tamboekiesdraai,442,71,5.1141787509,214,228,440,0,1,1,0,1,1,4,0,433,1,0,2,0,0,0,0,0,0
578009,Bethane,883,139,13.5214763834,426,457,883,0,0,0,0,2,16,27,4,819,0,3,5,6,1,0,0,0,0
578010,Balmoral,1360,294,6.0434729808,634,726,1353,0,7,0,0,0,19,5,1,1326,0,0,6,2,0,0,0,1,0
578011,Vlakplaas,279,50,3.8975339621,119,159,279,0,0,0,0,1,0,0,0,277,0,0,1,0,0,0,0,0,0
578012,Klipspruit,1770,288,7.3098120907,795,974,1770,0,0,0,0,6,2,4,2,1751,1,1,1,1,0,0,0,0,0
578013,Frischgewaagd,13089,2824,4.2938298819,6084,7005,13012,6,49,5,17,27,145,174,11,12456,24,5,104,30,41,2,1,70,0
578014,Blinkwater,8810,1756,7.8369182515,3930,4880,8775,9,17,5,4,29,81,104,8,8485,8,11,38,18,10,2,1,15,0
578015,Dordrecht,1520,273,18.4908980797,649,871,1514,0,2,0,4,7,12,28,0,1452,4,2,8,5,1,0,0,2,0
578016,Riversdale,208,38,2.5463983878,92,116,208,0,0,0,0,0,1,0,0,207,0,0,0,0,0,0,0,0,0
578017,eDumbe,9094,2209,2.9885465428,4208,4886,9057,3,17,1,15,24,117,137,37,8526,13,11,80,16,61,1,3,33,34
578018,Paulpietersburg,1859,615,36.5596669167,923,936,1054,18,27,694,66,399,199,6,8,843,1,6,10,2,11,1,5,236,132
578019,Noukloof A,1116,175,5.1884446578,520,597,1114,0,2,0,0,4,14,4,0,1076,1,1,4,0,4,0,0,10,0
578020,Opuzane,4525,748,14.7715054182,2099,2426,4514,6,0,0,5,8,51,47,4,4274,5,5,49,77,4,1,0,0,0
578021,Helpmekaar B,216,38,4.6730382721,97,119,216,0,0,0,0,0,0,0,0,214,0,0,2,0,0,0,0,0,0
578022,Noukloof B,198,40,1.9495622832,87,111,198,0,0,0,0,0,0,1,0,195,0,0,1,0,0,0,0,0,0
578023,Simdlangentsha,2543,438,4.5651924059,1193,1350,2528,1,12,2,0,4,5,28,5,2462,5,3,18,2,1,0,0,11,0
578024,Gontshi,1227,195,2.4830667953,516,710,1221,0,3,0,2,2,18,5,1,1122,13,0,3,59,0,0,0,2,0
578025,Noukraal,945,142,3.2453563404,445,500,939,0,5,1,0,0,7,9,0,912,0,0,3,5,0,0,0,9,0
578026,Waterval,414,65,2.2737500084,184,230,412,1,0,0,0,0,14,1,2,391,0,0,5,0,0,0,0,0,0
578027,Pivaanspoort,380,51,6.9554476606,190,190,379,0,0,1,0,0,5,6,0,366,1,0,1,0,1,0,0,0,0
578028,Lujojwana,486,86,6.346944575,228,258,486,0,0,0,0,1,7,3,0,465,8,0,1,0,0,0,0,0,0
578029,Eersteling,992,195,5.2774189727,461,531,991,0,1,0,0,0,13,7,0,969,1,1,0,0,0,0,0,0,0
578030,KwaGedlase,966,174,8.4565798824,451,514,959,0,5,0,2,6,12,4,0,939,0,0,5,0,0,0,0,1,0
578031,Schuzwekrans,258,43,6.2300393154,109,149,258,0,0,0,0,0,0,1,0,257,0,0,0,0,0,0,0,0,0
578032,Bellemmerd,528,95,6.2807246176,220,307,526,0,0,0,1,2,0,5,0,511,2,1,2,1,0,0,0,2,0
578033,Kleinfontein,1164,176,3.3226316669,528,636,1162,0,2,0,0,10,6,9,0,957,6,0,9,166,0,0,1,0,0
578034,Holspruit A,1006,183,3.3315763779,454,553,1006,0,0,0,0,0,2,5,0,995,0,0,5,0,0,0,0,0,0
578035,Mahlosani,422,93,0.842477208,190,232,422,0,0,0,0,0,1,7,0,411,0,0,2,0,0,0,1,0,0
578036,Mielieplaat,209,26,1.4076113722,96,113,209,0,0,0,0,1,0,0,0,205,0,0,1,2,0,0,0,0,0
578037,Scottshill,555,101,4.8922495465,266,289,554,0,0,0,1,0,3,10,0,534,4,0,2,1,0,0,1,0,0
578038,Natal Spa,249,45,2.9142815368,131,117,218,5,0,26,0,1,7,4,1,201,1,2,1,1,0,0,0,0,29
578039,Helpmekaar A,246,43,1.4588652758,109,137,246,0,0,0,0,0,0,5,0,241,0,0,0,0,0,0,0,0,0
578040,Mahloni,778,104,4.6485754737,376,402,777,0,0,0,1,1,6,5,1,746,3,1,11,1,2,0,0,0,0
578041,Barofine,340,54,14.1672106832,168,172,340,0,0,0,0,0,0,0,0,335,0,0,3,1,0,0,0,0,0
579001,Belgrade,7404,1550,22.2657704721,3446,3958,7363,6,8,20,7,23,76,100,15,7051,9,9,17,22,69,0,3,8,0
579002,Highlands,5353,952,22.8422806706,2488,2865,5333,3,6,5,6,15,41,91,21,4899,14,2,20,22,14,0,21,41,152
579003,Whitecliff,6530,1143,31.7143294834,2895,3634,6504,2,8,2,13,12,63,74,2,6318,8,2,29,8,5,0,0,9,0
579004,Rosendal,4688,824,15.2625838919,2121,2567,4675,5,5,2,1,3,68,74,6,4454,5,1,43,30,2,0,0,1,0
579005,Godlwayo,2259,474,4.5244951454,1046,1213,2257,0,1,0,1,1,20,20,0,2182,13,3,2,7,9,0,1,0,0
579006,Mkwakweni,8491,1478,24.3999452676,3912,4579,8453,14,5,11,8,27,87,78,4,8156,22,2,69,18,6,0,1,8,12
579007,Beginsel,3971,656,19.8200494366,1773,2199,3968,1,1,1,0,1,16,24,4,3886,4,0,21,1,6,0,0,8,0
579008,Kranskloof,8891,1605,28.5014964839,4194,4697,8863,4,15,2,7,13,37,127,5,8592,10,4,46,36,14,1,0,6,0
579009,Ncotshane A,3257,865,1.3219371009,1498,1759,3243,13,1,0,0,6,17,43,1,3121,4,9,25,12,12,0,0,7,0
579010,Ncotshane B,13071,3454,2.9328802802,6037,7035,13038,18,6,6,4,48,128,217,10,12198,41,24,116,108,61,5,23,83,10
579011,UPhongolo NU,21816,7350,2603.3869892116,11211,10606,20776,14,39,921,66,834,369,212,22,19557,50,21,141,84,371,16,60,72,8
579012,Tobolsk,3613,686,14.629232717,1605,2008,3602,1,5,2,2,3,26,13,5,3523,5,4,22,9,1,0,0,2,0
579013,Oranjedal,4328,860,20.4616417598,1970,2358,4324,0,2,2,0,8,35,78,7,4068,7,1,15,98,1,6,1,2,0
579014,Altona,1975,359,5.4453503204,881,1094,1973,1,0,0,0,2,5,19,0,1937,2,0,0,9,0,0,0,0,0
579015,Prudentie,768,139,13.2667020947,329,438,768,0,0,0,0,1,7,15,0,736,1,0,5,2,0,0,0,0,0
579016,Mantandeni,1152,170,7.7147635463,532,620,1145,1,5,0,1,2,7,26,0,1112,2,0,1,0,0,0,0,1,0
579017,Spekboom,674,119,4.6179099612,295,379,674,0,0,0,0,0,4,0,0,666,1,0,4,0,0,0,0,0,0
579018,Crowsnest,1301,206,11.8184961184,575,726,1299,0,0,1,1,0,1,13,0,1281,1,0,3,0,0,1,0,0,0
579019,Mbekakanye,2252,423,2.8795042664,972,1280,2242,5,2,1,1,3,12,20,0,2190,3,1,6,15,0,0,1,0,0
579020,Zwartkloof,10169,2212,16.6021206572,4813,5356,10140,6,13,1,9,15,98,107,7,9790,9,7,54,50,16,10,2,4,0
579021,Pongola A,1403,583,3.6012886646,706,697,532,9,48,804,9,779,120,7,1,427,1,4,3,5,20,8,6,19,2
579022,Rhebokfontein,3053,485,13.2027166945,1409,1645,3052,0,0,1,0,4,14,23,3,2983,2,7,13,3,0,0,0,0,0
579023,Bongaspoort,3611,626,19.9620364537,1610,2001,3604,0,2,1,4,11,14,51,5,3472,13,6,32,4,4,0,1,0,0
579024,Kortnek,810,150,10.1431222151,364,447,808,0,1,1,0,8,11,27,0,758,2,0,0,2,0,0,2,0,0
579025,Klipwal,1589,282,11.9643952329,725,864,1575,0,0,14,0,15,9,10,0,1542,0,1,6,2,0,0,0,2,0
579026,Pongola B,634,332,1.240053851,354,279,503,2,6,123,0,85,74,1,0,446,3,1,6,0,16,0,0,1,0
579027,Goedgeloof A,1586,313,4.8672079043,713,873,1584,1,1,0,0,8,15,29,1,1508,1,1,17,3,0,0,0,1,0
579028,Draaiom Trust,622,104,33.0056109523,295,327,622,0,0,0,0,0,0,2,0,619,1,0,0,0,0,0,0,0,0
579029,Mabomvu,30,29,262.8511584389,12,18,29,0,0,1,0,0,1,1,0,27,0,0,1,0,0,0,0,0,0
579030,Magudu,400,107,1.4745390555,194,206,384,0,0,16,0,9,12,2,0,359,0,0,1,0,2,0,0,0,14
579031,KwaSilevu,432,63,0.2791261885,197,235,432,0,0,0,0,0,2,4,0,426,0,0,0,0,0,0,0,0,0
579032,Silwerhout,1104,172,2.1783652169,556,549,1103,0,0,1,0,1,9,7,1,1081,0,0,4,0,0,0,0,0,0
580001,KwaDlakuse,921,155,3.4292535068,427,493,920,0,0,1,0,2,3,27,1,880,0,0,5,2,0,0,0,0,0
580002,Nongoma NU,2132,353,1551.2161856936,945,1187,2121,7,1,1,2,3,4,17,2,2080,0,0,4,22,0,0,0,0,0
580003,Okhalweni,175,48,1.2956255845,73,102,175,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0
580004,Madwaleni,997,179,8.0053904576,458,538,994,0,1,0,1,3,5,2,0,979,2,0,2,1,1,0,0,0,0
580005,KwaGudlintaba,302,55,2.0425260991,144,159,301,1,0,0,0,0,2,2,0,297,0,0,0,1,0,0,0,0,0
580006,Ekujabuleni,917,167,2.2690346858,406,511,914,0,2,0,0,0,5,14,0,875,1,3,17,1,0,0,0,0,0
580007,Sovane,713,122,1.2845794924,312,401,713,0,0,0,0,0,4,5,0,702,0,0,2,0,0,0,0,0,0
580008,Esiphethwini,272,32,0.5633801756,127,145,272,0,0,0,0,0,0,1,0,267,0,0,3,0,0,0,0,0,0
580009,Obane,211,51,0.4657545443,81,130,210,1,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0
580010,Mtakayise,97,18,0.6354412075,49,48,97,0,0,0,0,0,1,0,0,96,0,0,0,0,0,0,0,0,0
580011,Ogedleni,797,129,3.6505866975,374,423,796,0,1,0,0,6,0,5,0,771,1,0,12,1,1,0,0,0,0
580012,Ubani,828,130,6.0956787362,374,454,828,0,0,0,0,2,3,3,0,814,3,0,0,1,0,0,0,0,0
580013,Mngxanyeni,289,42,0.2887138692,137,152,289,0,0,0,0,0,4,0,0,280,1,0,3,1,0,0,0,0,0
580014,Nkunzana,474,75,0.9565080293,237,238,474,0,0,0,0,0,4,1,1,467,0,0,0,1,0,0,0,0,0
580015,Mthonjana,479,85,0.9229965637,210,269,479,0,0,0,0,0,0,3,0,473,0,0,0,2,0,0,0,0,0
580016,Mduda,435,94,1.1834901769,210,225,435,0,0,0,0,0,0,3,0,430,0,0,0,1,0,0,0,0,0
580017,Mpuphusi,477,74,2.4450117828,219,258,475,1,1,0,0,0,12,5,0,460,0,1,0,0,0,0,0,0,0
580018,Machibini,559,91,2.0716557254,275,284,549,5,5,0,0,1,1,6,1,544,0,1,2,2,0,0,0,0,0
580019,Ntabayezulu,172,38,2.2787306739,89,83,172,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0
580020,Siwela,2664,404,17.7533285896,1213,1451,2662,0,1,1,0,2,15,23,4,2553,10,0,43,6,1,7,0,0,0
580021,Vungama A,311,43,1.8591311071,137,174,311,0,0,0,0,0,0,3,0,308,0,0,0,0,0,0,0,0,0
580022,Maphundu,322,68,1.8807679163,153,169,322,0,0,0,0,0,0,6,2,312,0,0,0,0,1,0,1,0,0
580023,Gagasini,321,46,1.655993726,147,173,314,6,0,0,1,2,2,2,0,310,1,0,2,0,0,0,0,0,0
580024,Qondile,875,141,3.140328419,382,493,875,0,0,0,0,0,2,7,0,861,0,0,2,2,0,0,0,0,0
580025,KwaMngamude,1880,291,6.2023785939,864,1016,1880,0,0,0,0,0,5,7,0,1862,2,0,2,1,0,0,0,0,0
580026,Malomeni,385,75,1.7947358102,177,207,385,0,0,0,0,1,0,5,0,375,0,0,0,3,0,0,0,0,0
580027,Bhanganomo,1166,189,2.9145859683,559,608,1157,8,1,0,0,4,2,5,2,1140,0,1,9,1,0,0,0,2,0
580028,KwaMbuzi,1997,277,9.3334289116,945,1052,1987,2,6,1,1,8,27,33,1,1908,6,3,5,0,0,2,0,5,0
580029,Dleka,1179,212,5.9952008752,543,636,1173,1,3,0,1,13,26,22,0,1098,1,4,5,9,1,0,0,0,0
580030,Bangamaya,1199,180,5.5283217732,521,678,1199,0,0,0,0,1,47,8,0,1126,0,1,12,0,4,0,0,0,0
580031,KwaMememe,1521,214,3.8588411083,680,841,1515,1,4,1,0,5,4,36,1,1465,1,0,6,2,0,0,0,0,0
580032,Mpisini,352,56,1.1548678521,156,196,352,0,0,0,0,0,0,0,0,346,0,0,6,0,0,0,0,0,0
580033,Juba,36,13,0.2443683135,18,18,36,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
580034,Ntweni,779,120,3.0641619421,329,450,771,8,0,0,0,2,9,13,0,743,0,0,7,4,1,0,0,0,0
580035,Entweni,805,122,4.8691040803,370,435,797,1,7,0,0,1,9,13,27,729,15,0,7,0,0,0,0,2,0
580036,Umlaza,616,88,0.9004338598,287,329,616,0,0,0,0,0,1,7,0,598,0,0,9,0,0,0,0,0,0
580037,KwaNcongoma,534,83,2.1492902628,229,305,529,3,1,0,0,9,5,7,0,511,0,0,1,0,0,0,0,0,0
580038,Sinqanda,859,149,1.0974762759,398,462,859,0,0,0,0,0,0,11,0,844,0,0,3,0,0,0,0,0,0
580039,KwaNjoko,2542,444,3.5344851964,1151,1391,2537,2,0,1,1,1,6,15,5,2477,2,2,29,5,0,0,0,0,0
580040,Nhleleni,474,74,1.6948753742,197,277,471,1,0,1,1,2,1,5,0,456,1,0,8,1,0,0,0,0,0
580041,Zondane,408,84,2.0834766778,195,213,398,8,0,0,1,5,4,16,0,377,5,0,0,1,0,0,0,0,0
580042,KwaMqhakanyeki,686,116,1.4594112602,310,376,673,7,6,0,0,1,41,22,0,619,0,0,3,0,0,0,0,0,0
580043,Vungama B,256,35,2.1831377627,121,136,256,0,0,0,0,1,0,1,0,247,0,0,7,0,0,0,0,0,0
580044,Thokazi,2250,395,11.3253322636,1039,1211,2250,0,0,0,0,0,6,8,0,2223,2,1,5,1,0,0,0,0,3
